ID,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
3018,0.0,0.0,24.0,496.66666669999995,0.0,0.002173913,0.0,0.0,5,1,1,1,2,1,0,0
3019,0.0,0.0,28.0,803.5833332999999,0.007142857,0.033333333,0.0,0.0,7,3,2,3,15,0,0,0
3020,0.0,0.0,26.0,885.0,0.0,0.036111111,17.5455,0.0,5,2,2,1,2,0,0,1
3021,0.0,0.0,85.0,2651.943186,0.0008888889999999999,0.01426455,0.898495409,0.0,7,2,2,9,4,0,0,0
3022,1.0,3.0,29.0,1980.266667,0.006060606,0.026262626,0.0,0.0,7,2,2,1,4,0,0,1
3023,0.0,0.0,89.0,3401.3,0.0022222220000000003,0.014835979,5.133911853,0.0,11,2,2,1,2,0,1,0
3024,0.0,0.0,7.0,103.5,0.0,0.057142857000000005,0.0,0.0,11,2,2,2,2,0,0,1
3025,4.0,137.81666669999998,7.0,197.06666669999998,0.0,0.012631578999999999,0.0,0.0,6,2,5,2,2,0,1,0
3026,0.0,0.0,15.0,489.0,0.0,0.00625,81.334441,0.0,12,8,13,9,20,2,0,1
3027,3.0,221.0,67.0,1564.444444,0.002631579,0.022549176,1.089771303,0.0,5,2,2,4,3,0,0,0
3028,2.0,89.0,146.0,3697.731633,0.008108108000000001,0.015188129,73.35866939,0.0,11,2,2,1,2,0,1,1
3029,0.0,0.0,24.0,1151.0,0.0,0.0125,44.20382094,0.0,11,2,2,3,8,1,1,1
3030,0.0,0.0,9.0,140.0,0.022222222000000003,0.055555556,0.0,0.0,3,2,2,6,1,0,0,0
3031,0.0,0.0,8.0,423.0,0.0,0.025,28.05094335,0.0,3,2,4,1,8,1,0,1
3032,0.0,0.0,43.0,895.9731685,0.0,0.009929078000000001,30.66624113,0.0,5,1,2,6,2,0,0,1
3033,0.0,0.0,15.0,1269.5,0.014285714,0.061904762,0.0,0.6,5,2,4,9,3,0,0,0
3034,0.0,0.0,10.0,73.5,0.12,0.15,0.0,0.0,12,3,2,1,13,0,1,0
3035,0.0,0.0,2.0,10.0,0.0125,0.034166667000000005,0.0,0.0,9,1,1,6,5,1,1,1
3036,2.0,82.0,134.0,4772.9195740000005,0.00344942,0.01682332,5.667450916,0.0,11,1,2,1,2,0,0,1
3037,2.0,281.5,5.0,236.16666669999998,0.0,0.014285714,0.0,0.0,5,2,2,3,2,0,0,0
3038,1.0,25.0,15.0,412.8333333,0.0,0.006666666999999999,29.848000000000003,0.0,5,2,4,1,4,1,0,1
3039,0.0,0.0,8.0,1102.5,0.04,0.090625,0.0,0.0,12,1,1,6,2,0,1,0
3040,0.0,0.0,5.0,99.5,0.0,0.04,0.0,0.0,11,1,1,4,2,0,0,0
3041,0.0,0.0,29.0,1131.315476,0.021428571,0.046071429000000004,0.0,0.0,5,2,2,2,6,0,1,0
3042,4.0,189.0,37.0,1306.028022,0.004263566,0.010939177,33.3335814,0.0,5,2,4,1,3,0,0,0
3043,0.0,0.0,22.0,420.2,0.008695652,0.01516165,0.0,0.0,5,3,2,1,4,0,0,0
3044,1.0,566.0,29.0,1978.1488100000001,0.0019047620000000002,0.016222221999999998,0.0,0.0,11,3,2,1,10,0,0,0
3045,0.0,0.0,31.0,2767.625,0.0,0.006896551999999999,52.67778465,0.0,11,8,13,9,20,2,0,1
3046,0.0,0.0,3.0,80.0,0.166666667,0.177777778,0.0,0.0,11,1,1,6,1,0,0,0
3047,0.0,0.0,6.0,85.75,0.0,0.05,0.0,0.0,11,2,4,1,2,0,0,0
3048,1.0,40.66666667,57.0,851.6426534,0.0,0.007923497,3.077836066,0.0,3,2,4,3,1,0,1,1
3049,0.0,0.0,2.0,37.5,0.0,0.04,0.0,0.0,11,2,2,1,2,1,0,0
3050,0.0,0.0,337.0,11231.41012,0.002472799,0.013233522,0.0,0.0,11,2,2,1,2,0,0,0
3051,0.0,0.0,13.0,338.2,0.030769231,0.069230769,0.0,0.0,10,1,1,4,4,0,1,0
3052,0.0,0.0,29.0,1846.63547,0.006896551999999999,0.040147783,0.0,0.0,5,3,2,8,6,0,0,0
3053,0.0,0.0,48.0,3177.3666670000002,0.008510638000000001,0.044680850999999994,0.0,0.0,7,2,2,5,1,0,0,0
3054,2.0,0.0,29.0,942.3958332999998,0.048181818,0.07594200200000001,0.0,0.0,12,3,2,1,2,0,0,0
3055,0.0,0.0,38.0,3287.0,0.036842105,0.075814536,0.0,0.0,6,2,5,1,1,0,0,0
3056,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,3,1,1,1,9,0,1,0
3057,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.0,3,1,1,1,1,0,0,0
3058,0.0,0.0,62.0,1136.60303,0.0,0.003517665,0.0,0.0,3,1,1,1,3,0,1,0
3059,0.0,0.0,35.0,840.9952922,0.005263158,0.012593985,64.72238907,0.0,11,2,2,1,1,0,0,1
3060,0.0,0.0,17.0,390.7738095,0.0,0.025,0.0,0.0,11,1,1,3,3,1,1,0
3061,0.0,0.0,11.0,98.1,0.035555556,0.058412698,0.0,0.0,6,1,1,1,20,0,0,0
3062,2.0,1467.0,26.0,721.0,0.0,0.031029186,0.0,0.0,3,2,2,1,1,0,0,0
3063,0.0,0.0,7.0,236.0,0.057142857000000005,0.085714286,0.0,0.0,3,2,2,3,2,0,0,0
3064,0.0,0.0,24.0,669.9166667000001,0.0,0.002777778,0.0,0.0,5,2,2,4,3,1,0,0
3065,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,6,1,8,1,1,0,0,0
3066,3.0,55.0,11.0,281.425,0.004166667,0.053125,0.0,0.0,11,2,2,4,2,0,0,0
3067,0.0,0.0,14.0,671.625,0.0,0.030625,0.0,0.0,11,1,1,3,2,0,1,0
3068,0.0,0.0,7.0,128.0,0.0,0.016666667,0.0,0.0,3,2,2,1,1,0,0,0
3069,2.0,11.0,71.0,3287.216667,0.031506848999999996,0.05534246599999999,0.0,0.0,9,4,1,9,3,0,1,0
3070,0.0,0.0,4.0,186.25,0.05,0.066666667,0.0,0.0,11,3,2,3,2,0,0,0
3071,3.0,76.0,70.0,3345.685836,0.002515091,0.007571185,7.204613682000001,0.0,5,2,10,6,4,0,0,1
3072,2.0,6.0,21.0,280.65,0.031313131,0.043198653,0.0,0.0,10,1,1,7,3,0,0,0
3073,4.0,256.0666667,125.0,3674.803673,0.023134328,0.032705748,5.613708292,0.0,8,3,2,3,13,0,0,0
3074,0.0,0.0,10.0,728.18,0.018181818,0.065367965,14.28629744,0.0,9,3,2,1,1,0,1,0
3075,0.0,0.0,95.0,4334.815476,0.005531915,0.03962766,0.0,0.0,12,2,2,1,1,0,0,0
3076,4.0,67.5,14.0,195.41666669999998,0.0,0.030434782999999997,0.0,0.0,12,3,2,8,1,0,0,0
3077,0.0,0.0,9.0,205.5,0.0,0.0044444440000000005,0.0,0.0,11,8,1,1,3,0,0,0
3078,0.0,0.0,57.0,1191.8875,0.019298246,0.030732713999999998,0.0,0.0,11,2,2,1,2,0,1,0
3079,0.0,0.0,22.0,616.2033332999999,0.003846154,0.010470085,0.0,0.0,11,3,2,6,2,0,1,0
3080,0.0,0.0,2.0,22.83333333,0.0,0.033333333,0.0,0.0,11,2,2,6,2,1,1,1
3081,0.0,0.0,25.0,1344.291667,0.0,0.008695652,0.0,0.0,11,2,4,1,8,0,0,0
3082,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.8,2,2,2,2,1,0,1,0
3083,0.0,0.0,81.0,1342.75,0.0,0.008860759000000001,0.0,0.0,9,1,1,1,3,0,0,1
3084,0.0,0.0,4.0,185.0,0.05,0.1,0.0,0.0,11,2,2,1,20,0,0,0
3085,0.0,0.0,30.0,312.3333333,0.0,0.008888889,0.0,0.0,3,2,6,1,2,0,0,0
3086,0.0,0.0,26.0,2107.2583329999998,0.005128205,0.035897436,0.0,0.0,12,2,5,6,2,0,1,0
3087,0.0,0.0,42.0,1246.12,0.0,0.008888889,0.0,0.0,8,2,4,1,3,0,0,0
3088,3.0,54.0,28.0,1430.854167,0.018823529,0.022957516,9.509492485,0.0,12,3,2,1,2,0,1,0
3089,0.0,0.0,7.0,157.5,0.0,0.025,0.0,0.0,3,2,2,3,3,1,0,0
3090,0.0,0.0,18.0,689.6666667000001,0.023529412000000003,0.030392157000000003,0.0,0.0,5,2,2,7,6,0,1,0
3091,0.0,0.0,25.0,488.71666669999996,0.021428571,0.067517007,0.0,0.0,6,2,5,1,1,0,0,0
3092,0.0,0.0,20.0,2981.166667,0.0,0.01,0.0,0.0,2,2,4,4,4,0,0,0
3093,0.0,0.0,41.0,4373.847619,0.00232288,0.033787661000000004,0.0,0.0,12,2,5,1,3,0,1,0
3094,2.0,91.0,60.0,1548.08631,0.006349206,0.025925926000000002,22.92341151,0.0,11,1,1,1,2,0,1,0
3095,2.0,186.2333333,49.0,1088.636905,0.015456988999999999,0.029589442999999997,0.0,0.0,6,1,1,3,3,0,0,0
3096,0.0,0.0,6.0,65.0,0.0,0.025,0.0,0.0,3,2,2,1,2,1,1,0
3097,0.0,0.0,32.0,875.9333332999998,0.031770833,0.07239583299999999,0.0,0.0,10,1,1,3,3,0,0,0
3098,0.0,0.0,3.0,98.0,0.0,0.066666667,0.0,0.0,12,1,1,9,2,0,0,0
3099,0.0,0.0,23.0,297.125,0.0,0.012068966,0.0,0.0,11,2,2,6,2,1,0,0
3100,10.0,403.0,15.0,665.5666667,0.007142857,0.004761905,0.0,0.0,3,3,2,8,8,1,0,0
3101,0.0,0.0,4.0,97.6,0.0,0.016666667,0.0,0.0,11,3,2,7,6,1,1,0
3102,0.0,0.0,4.0,18.0,0.0,0.075,0.0,0.0,12,3,2,2,3,1,0,0
3103,3.0,15.75,61.0,1749.8422620000001,0.015196078,0.02894958,0.0,0.0,11,1,1,1,3,0,1,0
3104,0.0,0.0,5.0,59.0,0.08,0.12,0.0,0.0,3,2,2,7,1,0,0,0
3105,0.0,0.0,5.0,131.0,0.033333333,0.013333333000000001,0.0,0.0,3,1,2,1,9,1,1,0
3106,0.0,0.0,14.0,260.8666667,0.0,0.028571429,0.0,0.0,6,2,2,1,3,0,0,0
3107,0.0,0.0,16.0,2007.0,0.01875,0.054166667,0.0,0.0,11,1,1,3,1,0,0,0
3108,0.0,0.0,10.0,253.25,0.0,0.02,0.0,0.0,12,3,2,1,10,0,0,0
3109,1.0,69.0,62.0,1279.333333,0.000645161,0.016052227,0.0,0.8,5,2,5,1,3,0,0,0
3110,0.0,0.0,27.0,770.3133333,0.006060606,0.03030303,10.05190252,0.0,10,1,8,3,3,0,0,1
3111,0.0,0.0,30.0,1724.25,0.013793103000000001,0.032413792999999996,0.0,0.0,3,2,2,3,1,0,1,0
3112,2.0,43.0,25.0,1053.080952,0.0,0.019786325,6.7829999999999995,0.0,5,2,4,5,4,0,1,0
3113,0.0,0.0,6.0,64.33333333,0.0,0.006666666999999999,0.0,0.8,5,2,2,1,1,0,0,0
3114,2.0,562.0,36.0,1300.190476,0.010810811000000002,0.038738739,0.0,0.0,3,2,2,1,1,0,1,0
3115,0.0,0.0,1.0,101.2727273,0.0,0.007042254,0.0,0.0,9,2,2,4,2,0,0,0
3116,0.0,0.0,9.0,867.0,0.022222222000000003,0.051851852000000004,0.0,0.0,11,1,1,1,3,0,0,0
3117,0.0,0.0,20.0,821.8333332999999,0.05,0.07666666700000001,0.0,0.0,11,3,2,4,10,0,1,0
3118,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,5,1,1,1,3,0,1,0
3119,0.0,0.0,10.0,349.8333333,0.0,0.00625,0.0,0.0,12,3,2,8,8,1,0,0
3120,0.0,0.0,16.0,172.1333333,0.012,0.049,0.0,0.0,10,1,1,1,2,0,0,1
3121,0.0,0.0,91.0,3511.8330590000005,0.002247191,0.007151775,0.0,0.0,12,3,2,1,1,0,0,0
3122,0.0,0.0,36.0,493.30339010000006,0.0,0.01660575,0.0,0.0,10,2,2,5,2,0,0,0
3123,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,11,3,2,1,13,0,0,0
3124,0.0,0.0,10.0,240.41666669999998,0.018181818,0.022727273,0.0,0.0,5,2,2,3,3,1,1,0
3125,3.0,57.0,31.0,4547.166667,0.012903226,0.039247312,8.682741935,0.0,3,2,4,5,2,0,0,0
3126,0.0,0.0,4.0,104.0,0.0,0.05,0.0,0.0,5,2,10,2,2,0,0,0
3127,4.0,208.5,12.0,413.8,0.0,0.003921569000000001,0.0,0.0,3,1,1,1,2,0,0,0
3128,5.0,493.0,50.0,1572.4863990000001,0.0,0.019939881,0.0,0.0,11,2,2,1,2,0,0,0
3129,0.0,0.0,25.0,575.8166667,0.0,0.007142857,0.0,0.0,11,2,4,2,20,0,1,0
3130,3.0,153.5,156.0,3899.0013280000003,0.000170068,0.011252928999999998,1.5348359790000001,0.0,5,2,2,2,4,0,0,0
3131,0.0,0.0,4.0,46.0,0.026666667,0.055999999999999994,0.0,0.4,5,3,2,1,2,0,0,0
3132,0.0,0.0,237.0,6817.9422349999995,0.00167364,0.01380616,3.960306296,0.0,11,2,2,1,3,0,0,1
3133,0.0,0.0,6.0,158.16666669999998,0.0,0.033333333,0.0,0.0,2,3,2,4,2,0,0,0
3134,4.0,145.16666669999998,171.0,4554.692744,0.002259887,0.004062416,0.0,0.0,9,2,2,3,2,0,0,0
3135,1.0,273.0,22.0,2386.0,0.0,0.020289855,0.0,0.0,12,2,2,6,2,1,0,1
3136,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,3,2,2,5,3,0,1,0
3137,1.0,11.0,28.0,2074.9295239999997,0.0,0.016935484,0.0,0.0,10,2,4,3,2,0,0,0
3138,0.0,0.0,15.0,894.0,0.0,0.015384615,0.0,0.0,5,2,2,7,4,0,0,0
3139,0.0,0.0,71.0,1094.3104759999999,0.0,0.009285714,4.718931118,0.0,10,4,1,2,2,0,0,0
3140,0.0,0.0,5.0,50.5,0.0,0.04,0.0,0.0,3,2,2,1,1,0,1,0
3141,0.0,0.0,17.0,391.8666667,0.0,0.029411765,0.0,1.0,5,2,2,1,1,0,1,0
3142,0.0,0.0,51.0,1056.616667,0.016734693999999998,0.036472303,0.0,0.8,5,2,2,3,11,0,0,0
3143,1.0,16.0,143.0,4081.248718,0.002721088,0.01562134,5.376740585,0.0,11,2,2,1,2,0,0,0
3144,0.0,0.0,18.0,1051.42,0.00952381,0.019047619,0.0,0.0,10,2,5,2,2,1,0,0
3145,0.0,0.0,9.0,300.3333333,0.041666667000000004,0.06875,0.0,0.0,12,3,2,9,1,0,0,0
3146,0.0,0.0,46.0,3368.3055560000003,0.003846154,0.011858974,0.0,0.0,11,2,2,1,2,1,0,0
3147,0.0,0.0,2.0,0.0,0.0,0.2,0.0,0.0,11,1,1,1,1,0,0,0
3148,0.0,0.0,2.0,338.0,0.0,0.0,112.41412720000001,0.0,10,1,1,1,5,0,0,1
3149,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,11,2,2,3,13,0,0,0
3150,0.0,0.0,27.0,392.46666669999996,0.0,0.0074074069999999995,0.0,0.0,5,1,1,3,2,0,0,0
3151,0.0,0.0,153.0,4565.930621,0.00130719,0.006432173,6.189215433999999,0.0,8,2,2,4,1,0,1,1
3152,0.0,0.0,32.0,1135.444444,0.002857143,0.00952381,0.0,0.0,2,2,2,1,3,0,0,0
3153,4.0,64.0,52.0,1859.0833329999998,0.010344828,0.018390805,17.24870115,0.0,5,2,2,2,13,0,0,1
3154,0.0,0.0,15.0,500.0,0.026666667,0.073333333,19.996,0.0,3,2,2,3,1,0,0,1
3155,0.0,0.0,35.0,1000.8,0.0,0.013888889,0.0,0.0,12,4,2,1,6,0,0,0
3156,0.0,0.0,10.0,116.0,0.0,0.016666667,0.0,0.0,11,2,2,7,2,1,0,0
3157,1.0,13.25,58.0,1470.629167,0.011111111000000002,0.015396825,0.0,0.0,11,3,2,1,1,0,1,0
3158,0.0,0.0,18.0,1181.198413,0.0,0.048235294000000005,0.0,0.0,3,3,2,4,1,0,0,0
3159,0.0,0.0,54.0,1975.455952,0.0037037040000000004,0.016049383,0.0,0.0,11,2,2,9,2,0,0,0
3160,0.0,0.0,5.0,384.0,0.0,0.05,0.0,0.0,5,2,4,4,2,0,0,0
3161,0.0,0.0,30.0,2188.2583329999998,0.0,0.0078125,45.58268367,0.0,11,2,2,2,8,1,1,1
3162,2.0,27.0,130.0,6560.00754,0.0,0.006376263,0.0,0.0,11,2,2,1,2,0,0,0
3163,0.0,0.0,14.0,241.76923080000003,0.0,0.020416667,0.0,0.6,5,3,2,3,2,0,0,0
3164,0.0,0.0,81.0,2930.722222,0.003658537,0.018943089,0.0,0.0,11,2,2,3,1,0,1,1
3165,0.0,0.0,3.0,364.7,0.0,0.028571429,0.0,0.0,10,2,2,4,4,0,0,0
3166,0.0,0.0,17.0,298.875,0.0,0.014035088000000001,0.0,0.0,12,1,5,1,2,1,0,0
3167,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,12,1,1,4,1,0,0,0
3168,0.0,0.0,24.0,1163.266667,0.061111110999999996,0.083333333,27.287869,0.0,10,1,1,4,1,0,1,1
3169,0.0,0.0,81.0,1839.13,0.01468254,0.018380231,0.0,0.0,9,3,2,3,13,0,0,0
3170,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,3,3,2,3,1,0,0,0
3171,0.0,0.0,36.0,756.0416667000001,0.005555556,0.008950617,0.0,0.0,11,2,5,1,10,0,0,0
3172,0.0,0.0,3.0,50.25,0.0,0.014285714,0.0,0.0,11,3,2,4,2,1,0,0
3173,0.0,0.0,41.0,2213.0,0.004545455,0.031060606,0.0,0.2,5,2,2,5,4,0,0,0
3174,1.0,26.5,79.0,5057.175,0.002298851,0.022687466,17.78922266,0.0,11,2,2,1,10,0,0,1
3175,0.0,0.0,4.0,26.0,0.0,0.05,0.0,0.0,5,4,1,1,1,0,0,0
3176,0.0,0.0,12.0,202.25,0.025,0.029166667,0.0,0.0,3,3,2,1,1,0,1,0
3177,0.0,0.0,6.0,159.0,0.0,0.00625,0.0,0.0,12,3,2,8,6,1,0,0
3178,0.0,0.0,22.0,1017.166667,0.013043478,0.022318841000000002,0.0,0.0,11,1,1,1,2,0,1,0
3179,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.6,5,3,2,6,13,0,0,0
3180,0.0,0.0,2.0,11.0,0.0,0.1,0.0,0.0,8,3,2,1,4,0,0,0
3181,0.0,0.0,22.0,1344.75,0.034782609,0.048447205,0.0,0.0,11,3,2,2,8,0,0,0
3182,0.0,0.0,14.0,838.55,0.0,0.016783217,55.23646154,0.0,5,1,1,3,4,0,0,1
3183,0.0,0.0,16.0,253.0,0.0,0.023529412000000003,0.0,0.0,3,2,2,1,3,1,0,0
3184,0.0,0.0,41.0,1119.541667,0.009756098000000001,0.035656214,0.0,0.0,11,3,2,1,2,0,0,0
3185,0.0,0.0,24.0,495.27380949999997,0.016666667,0.037777778,0.0,0.0,5,3,2,8,6,0,0,0
3186,0.0,0.0,12.0,165.4,0.0125,0.041666667000000004,0.0,0.0,8,2,5,3,6,0,0,0
3187,0.0,0.0,69.0,1248.133333,0.005797101,0.029227053,0.0,0.6,5,2,10,9,4,0,0,0
3188,0.0,0.0,22.0,516.8333333,0.0,0.016666667,0.0,0.0,12,1,1,3,8,0,0,0
3189,0.0,0.0,10.0,249.33333330000002,0.0,0.02,0.0,0.0,11,1,2,6,8,1,0,0
3190,0.0,0.0,15.0,512.9,0.0,0.00625,0.0,0.0,11,1,1,3,2,1,0,0
3191,0.0,0.0,8.0,183.0,0.0,0.00625,0.0,0.0,12,2,4,4,1,0,0,0
3192,0.0,0.0,5.0,126.08333329999999,0.04,0.053333333,0.0,0.0,11,3,2,7,13,0,0,0
3193,0.0,0.0,12.0,592.25,0.0,0.018181818,218.8649096,0.0,12,1,1,5,3,1,0,1
3194,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,5,3,2,9,13,0,0,0
3195,2.0,35.7,158.0,2110.2550929999998,0.003614458,0.009762498,0.0,0.0,8,3,2,8,1,0,0,0
3196,0.0,0.0,22.0,903.4305555999999,0.00952381,0.021428571,0.0,0.0,11,2,2,7,8,0,0,0
3197,0.0,0.0,29.0,1816.427273,0.011458333000000001,0.020880682,0.0,0.0,5,3,2,5,13,0,0,0
3198,3.0,129.75,18.0,390.45666669999997,0.0,0.019230768999999998,0.0,0.0,8,2,2,1,4,0,0,0
3199,0.0,0.0,7.0,245.4,0.025,0.08125,3.27121463,0.0,9,3,7,3,4,0,0,0
3200,0.0,0.0,95.0,2354.979058,0.00137457,0.005695387,5.2146909919999995,0.0,12,3,2,1,2,0,1,0
3201,0.0,0.0,57.0,980.8333332999998,0.007142857,0.044642857,0.0,0.8,5,2,2,3,11,0,0,0
3202,0.0,0.0,32.0,1443.641667,0.0,0.010784314,111.2629939,0.0,11,2,2,1,2,0,1,1
3203,0.0,0.0,20.0,902.9738095,0.0,0.009876543,0.0,0.0,9,4,2,4,4,0,0,0
3204,0.0,0.0,13.0,1610.916667,0.0,0.007142857,0.0,0.0,3,1,1,1,3,1,1,0
3205,8.0,408.5,139.0,6566.867561999999,0.003477444,0.015531015,67.39709637,0.0,11,2,2,3,2,0,1,0
3206,2.0,26.5,149.0,6001.171475,0.004,0.022010916000000002,0.0,0.0,11,2,2,1,2,0,0,1
3207,0.0,0.0,10.0,90.0,0.0,0.018181818,0.0,0.0,3,2,2,2,10,1,0,0
3208,0.0,0.0,2.0,5.0,0.0,0.1,0.0,0.0,3,2,2,1,2,0,0,0
3209,0.0,0.0,53.0,1440.298918,0.012727273,0.021974359,1.660118182,0.0,3,3,2,7,3,0,1,1
3210,0.0,0.0,23.0,1215.666667,0.0,0.004761905,0.0,0.0,12,2,2,5,2,1,0,0
3211,2.0,889.5,30.0,784.0833332999999,0.025,0.046875,0.0,0.0,12,2,2,6,13,0,0,0
3212,0.0,0.0,45.0,881.7412697999999,0.000531915,0.029964539,11.96396809,0.2,5,1,2,4,4,0,0,0
3213,0.0,0.0,26.0,623.0266667000001,0.0,0.009047619,36.0824516,0.0,11,2,2,4,20,0,0,0
3214,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,5,3,2,3,3,0,0,0
3215,0.0,0.0,7.0,381.5,0.0,0.025,0.0,0.0,3,1,1,3,2,0,1,0
3216,0.0,0.0,15.0,347.73214289999993,0.0,0.012280702,18.08071442,0.0,11,1,1,1,2,1,0,0
3217,0.0,0.0,2.0,26.0,0.0,0.06,0.0,0.0,12,1,2,9,3,0,1,1
3218,0.0,0.0,115.0,2625.009524,0.0,0.004013317,0.0,0.0,3,2,5,6,1,0,0,0
3219,1.0,62.5,67.0,2876.441667,0.015196078,0.027326202999999997,0.0,0.0,12,2,2,1,1,0,0,0
3220,0.0,0.0,2.0,5.0,0.0,0.1,0.0,0.0,3,2,2,9,1,0,0,0
3221,0.0,0.0,13.0,635.3333332999999,0.0,0.009090909,0.0,0.0,3,2,2,4,1,0,0,0
3222,1.0,0.0,101.0,4484.669445,0.008408408000000001,0.024055759,3.50497054,0.0,12,3,2,2,10,0,0,0
3223,0.0,0.0,24.0,424.0,0.0,0.001190476,0.0,0.0,3,1,1,3,10,1,0,0
3224,0.0,0.0,27.0,1474.233333,0.013333333000000001,0.025634921,0.0,0.0,5,3,2,1,3,0,0,0
3225,0.0,0.0,56.0,955.5432151,0.007494145,0.010650662,0.0,0.0,11,3,2,4,2,0,1,1
3226,0.0,0.0,50.0,1911.3333329999998,0.004,0.013000000000000001,109.5876,0.0,5,2,2,7,6,0,1,1
3227,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,5,2,5,1,2,0,1,0
3228,9.0,352.0833333,119.0,6245.704152,0.003125,0.012179841,32.32493691,0.0,12,3,2,1,2,0,1,1
3229,0.0,0.0,52.0,1380.166667,0.007692308,0.023076923,21.10579025,0.0,11,2,2,3,3,0,1,0
3230,0.0,0.0,19.0,392.0,0.021052632,0.052631579000000005,0.0,0.0,3,2,2,5,1,0,1,0
3231,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,12,1,1,1,3,0,0,0
3232,0.0,0.0,20.0,834.075,0.0,0.013333333000000001,4.84736534,0.0,12,2,2,1,2,0,0,1
3233,0.0,0.0,7.0,140.45833330000002,0.028571429,0.034285714,0.0,0.0,11,3,3,9,2,0,0,0
3234,0.0,0.0,37.0,1212.0,0.010810811000000002,0.017117117,0.0,0.0,11,2,2,6,2,0,0,1
3235,2.0,6.5,63.0,5826.333333,0.000793651,0.026719577,0.0,0.0,11,3,2,1,3,0,1,0
3236,1.0,56.0,17.0,1385.833333,0.005882353000000001,0.017647059,39.85866667,0.0,3,2,2,1,2,0,0,1
3237,2.0,60.5,21.0,534.5,0.004347826,0.02173913,0.0,0.0,3,2,2,2,13,0,1,0
3238,0.0,0.0,86.0,1699.6666670000002,0.013953488,0.026830934,0.0,0.6,5,2,5,3,3,0,0,0
3239,0.0,0.0,4.0,72.66666667,0.0,0.083333333,0.0,0.4,5,2,2,3,4,0,0,0
3240,3.0,197.41666669999998,76.0,1758.912393,0.004901961,0.016913178,22.86584543,0.0,12,3,2,2,6,0,0,0
3241,0.0,0.0,28.0,1375.133333,0.0,0.020689655,4.818947334,0.0,10,4,1,3,20,0,0,1
3242,0.0,0.0,39.0,1634.095238,0.0,0.011111111000000002,8.604391304,0.0,5,3,3,5,2,0,0,0
