ID,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
53,0.0,0.0,23.0,1780.7,0.0,0.011538462,0.0,0.0,11,2,2,3,2,1,0,0
54,0.0,0.0,63.0,4518.297619,0.012698413,0.039761905,8.137274078999999,0.0,11,2,2,2,1,0,0,1
55,0.0,0.0,26.0,664.85,0.026923077000000004,0.066666667,0.0,0.0,12,2,10,7,1,0,1,0
56,0.0,0.0,28.0,986.9333332999998,0.044166667,0.057,0.0,0.0,12,1,1,3,2,0,0,0
57,0.0,0.0,12.0,1178.666667,0.024242424,0.053030303,0.0,0.0,3,1,1,6,3,0,0,0
58,4.0,81.0,132.0,5091.890896,0.006521739,0.029863649,0.0,0.0,11,2,2,4,2,0,1,1
59,0.0,0.0,11.0,1712.4166670000002,0.018181818,0.036363636,0.0,0.0,11,3,2,1,10,0,1,0
60,0.0,0.0,53.0,2241.5,0.003846154,0.026923077000000004,0.0,0.4,5,2,4,9,20,0,0,0
61,0.0,0.0,8.0,650.25,0.0,0.025,0.0,0.0,11,6,2,1,3,0,0,0
62,2.0,9.0,25.0,2852.0,0.013333333000000001,0.043333332999999995,0.0,0.0,5,2,2,9,3,0,0,0
63,0.0,0.0,30.0,1682.275,0.0,0.014285714,41.13336886,0.0,12,2,2,4,2,0,0,1
64,0.0,0.0,206.0,8437.099188,0.0,0.006257146999999999,0.0,0.0,11,2,4,1,2,0,0,0
65,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.0,11,2,2,1,1,0,0,0
66,0.0,0.0,2.0,34.2,0.0,0.1,0.0,0.0,9,2,2,1,2,0,0,0
67,0.0,0.0,11.0,1390.166667,0.012121212,0.014545455,0.0,0.0,3,1,1,1,3,0,1,0
68,6.0,261.6333333,26.0,2559.8983329999996,0.015789473999999998,0.017422643,20.30438949,0.0,3,1,2,1,2,0,0,0
69,0.0,0.0,12.0,272.6666667,0.0,0.009090909,0.0,0.0,5,3,2,1,4,1,0,0
70,0.0,0.0,16.0,742.2095237999999,0.0,0.015789473999999998,22.89972198,0.0,11,1,1,3,5,1,0,1
71,0.0,0.0,8.0,489.0,0.0,0.015384615,0.0,0.0,3,2,2,8,3,0,0,0
72,0.0,0.0,39.0,1267.453333,0.004761905,0.020634921,17.92758699,0.0,11,2,4,1,4,0,0,0
73,0.0,0.0,30.0,2040.1666670000002,0.0,0.022727273,4.350513745,0.0,12,2,2,8,2,0,0,1
74,1.0,36.6,78.0,1983.2256289999998,0.0025,0.007916666999999999,15.50362136,0.0,6,3,2,1,2,0,0,0
75,0.0,0.0,9.0,463.4,0.0,0.022222222000000003,0.0,0.0,10,3,2,1,2,1,0,0
76,0.0,0.0,17.0,684.9166667000001,0.015686275,0.049411765,0.0,0.0,3,2,6,4,1,0,1,0
77,0.0,0.0,19.0,364.53333330000004,0.0,0.027000000000000003,0.0,0.0,11,1,1,3,2,0,0,0
78,0.0,0.0,47.0,902.77,0.022222222000000003,0.04037037,0.0,0.0,7,3,2,8,1,0,0,0
79,0.0,0.0,29.0,874.9523810000001,0.004597701,0.044367816,0.0,0.0,12,1,1,1,2,0,0,0
80,0.0,0.0,7.0,974.6666667000002,0.085714286,0.12857142900000001,0.0,0.0,3,2,2,1,10,0,0,0
81,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,3,3,2,5,1,0,0,0
82,2.0,523.75,8.0,178.75,0.023076923,0.069230769,0.0,0.0,11,1,1,1,3,0,0,0
83,0.0,0.0,21.0,574.722619,0.0,0.018888889,6.284044913,0.0,3,2,2,1,2,0,0,1
84,3.0,16.5,99.0,3072.3054030000003,0.001960784,0.020506536000000002,7.3006568629999995,0.0,5,2,2,1,1,0,1,0
85,1.0,170.0,138.0,4042.9499079999996,0.004026846,0.01446207,18.21579469,0.0,12,2,2,1,6,0,0,1
86,1.0,0.0,120.0,2872.719031,0.000226757,0.011948853999999998,5.915342917,0.0,8,2,2,2,1,0,0,0
87,2.0,36.5,41.0,1383.661111,0.002790698,0.011436389,0.0,0.0,12,1,1,1,2,0,0,0
88,0.0,0.0,16.0,213.3666667,0.0375,0.054166667,0.0,0.0,5,3,2,1,4,0,0,0
89,0.0,0.0,11.0,283.3333333,0.033333333,0.058333333,13.91046998,0.0,11,2,2,6,20,0,0,1
90,0.0,0.0,7.0,88.75,0.013333333000000001,0.06,0.0,1.0,5,3,2,3,2,0,1,0
91,0.0,0.0,20.0,1173.417614,0.0,0.002,21.41943708,0.0,11,3,2,8,11,0,0,1
92,0.0,0.0,41.0,883.1395238,0.017948718,0.033333333,48.7880688,0.0,7,2,2,3,3,0,0,1
93,1.0,1.0,93.0,4324.737072999999,0.021112782000000004,0.034077382999999996,0.0,1.0,5,3,2,1,5,0,1,0
94,0.0,0.0,55.0,1139.638889,0.0035087720000000003,0.03245614,6.190582077999999,0.0,12,2,2,3,10,0,0,0
95,0.0,0.0,22.0,1525.0,0.008,0.018666666999999998,25.00423187,0.0,12,3,2,1,1,0,1,1
96,0.0,0.0,30.0,558.6111111,0.009090909,0.046464646,0.0,0.0,9,2,10,2,1,0,0,1
97,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.4,5,1,1,1,2,0,0,0
98,1.0,19.0,49.0,1527.583333,0.007843137,0.017647059,8.926823529,0.0,5,2,2,9,3,0,0,1
99,0.0,0.0,44.0,1065.501515,0.006333333000000001,0.036774359,53.22268667,0.4,5,2,2,2,2,0,0,0
100,0.0,0.0,97.0,2300.891317,0.0,0.015730379,0.0,0.0,11,2,2,1,2,0,0,0
101,0.0,0.0,13.0,291.3,0.0,0.0125,53.11442085,0.0,11,1,1,4,2,1,0,1
102,1.0,0.0,14.0,269.5,0.0,0.021568627000000003,0.0,0.0,3,1,1,1,3,0,0,0
103,0.0,0.0,20.0,585.8833333,0.017391304,0.044637681,0.0,0.0,7,1,1,1,4,0,1,0
104,0.0,0.0,81.0,2092.6738100000002,0.015,0.027155448999999998,0.0,0.0,10,2,2,1,1,0,0,0
105,0.0,0.0,3.0,8.0,0.0,0.066666667,0.0,0.0,3,2,2,6,1,0,0,0
106,0.0,0.0,59.0,2934.236722,0.006666666999999999,0.022333332999999997,6.099899016,0.0,11,1,2,1,2,0,0,0
107,0.0,0.0,7.0,176.83333330000002,0.0,0.023076923,0.0,0.0,7,2,4,1,5,1,0,0
108,4.0,32.5,7.0,67.0,0.0,0.022222222000000003,0.0,0.0,3,2,2,1,8,1,0,0
109,0.0,0.0,69.0,2222.419048,0.005092593,0.01496142,0.0,0.0,10,1,1,3,2,0,0,0
110,0.0,0.0,3.0,58.6,0.0,0.05,113.32386140000001,0.0,10,2,2,9,2,0,1,1
111,0.0,0.0,12.0,193.75,0.008888889,0.016666667,0.0,0.0,5,1,2,3,5,0,0,0
112,0.0,0.0,21.0,830.0,0.052380952,0.1,0.0,0.2,5,2,2,3,1,0,0,0
113,2.0,30.7,25.0,348.0611111,0.014814815,0.03037037,0.0,0.0,10,3,2,7,1,0,0,0
114,5.0,663.9166667000001,47.0,2059.7,0.005769231,0.033243423,0.0,0.0,12,3,2,3,6,0,0,0
115,3.0,338.4,46.0,1624.935625,0.005357143000000001,0.021391443,0.0,0.0,11,3,2,3,3,0,0,0
116,0.0,0.0,3.0,48.0,0.066666667,0.066666667,0.0,0.0,5,1,1,1,3,0,0,0
117,0.0,0.0,14.0,253.1,0.057142857000000005,0.078571429,0.0,0.0,6,1,1,2,3,0,0,0
118,0.0,0.0,84.0,2289.079157,0.0025568179999999998,0.013110506000000001,0.0,0.0,6,1,1,7,3,0,0,0
119,0.0,0.0,8.0,444.63333330000006,0.0,0.025,0.0,0.0,11,2,4,1,10,0,0,0
120,0.0,0.0,2.0,9.0,0.0,0.1,0.0,0.0,3,2,2,1,3,0,1,0
121,3.0,92.7,160.0,2006.59312,0.002453988,0.013361447,9.453449065,0.0,8,2,2,7,2,0,0,0
122,0.0,0.0,3.0,60.6,0.0,0.033333333,0.0,0.0,10,2,2,6,6,1,0,0
123,0.0,0.0,34.0,965.8333332999998,0.0,0.01875,0.0,0.0,5,2,2,1,3,0,0,0
124,0.0,0.0,13.0,171.5,0.019230768999999998,0.080769231,0.0,0.8,5,2,2,1,1,0,0,0
125,2.0,41.5,18.0,1049.516667,0.023809524,0.03968254,14.25648352,0.0,3,3,2,2,3,0,1,1
126,0.0,0.0,6.0,111.6,0.0,0.016666667,24.9184548,0.0,10,1,2,3,2,0,1,1
127,1.0,39.0,14.0,443.20833330000005,0.012,0.058222222000000004,0.0,0.0,5,2,2,1,6,0,0,0
128,10.0,518.25,60.0,2068.248473,0.002857143,0.034058957,0.0,0.0,11,1,1,1,2,0,0,0
129,0.0,0.0,11.0,540.5,0.0,0.02,0.0,0.0,5,2,2,7,4,1,1,0
130,0.0,0.0,50.0,1342.083333,0.0,0.004385965,28.06804986,0.0,6,2,2,6,11,1,0,1
131,0.0,0.0,9.0,326.0,0.0,0.055555556,0.0,0.0,5,3,2,4,2,0,0,0
132,0.0,0.0,56.0,2504.4136359999998,0.004918033,0.011662763,8.184095082,0.0,5,3,2,1,2,0,0,0
133,0.0,0.0,171.0,6793.383281,0.007766271999999999,0.023198706,2.3819711580000003,0.0,11,2,2,1,1,0,0,1
134,0.0,0.0,14.0,363.3181818,0.014285714,0.023809524,0.0,0.0,3,1,1,1,3,0,0,0
135,2.0,102.8,77.0,2697.022104,0.0,0.009471471,1.798669862,0.0,11,1,1,9,2,0,0,0
136,0.0,0.0,22.0,347.6666667,0.021212121,0.059848485,0.0,0.0,6,4,1,1,3,0,0,0
137,1.0,53.0,16.0,388.74444439999996,0.0,0.006666666999999999,0.0,0.0,5,1,1,1,1,0,0,0
138,0.0,0.0,5.0,59.4,0.0,0.00952381,32.73373471,0.0,11,2,4,4,5,1,0,0
139,0.0,0.0,15.0,1677.1785710000001,0.026666667,0.06044444400000001,0.0,0.0,11,3,2,4,2,0,1,0
140,0.0,0.0,3.0,32.5,0.066666667,0.133333333,0.0,0.0,12,2,2,9,3,0,1,0
141,2.0,79.5,133.0,3713.5801049999995,0.003381995,0.015889736,28.03795985,0.0,11,3,2,1,6,0,1,0
142,1.0,0.0,28.0,2743.216667,0.020689655,0.042528736,0.0,0.0,3,2,5,2,1,0,0,0
143,0.0,0.0,35.0,1795.925,0.0,0.01,0.0,0.0,11,2,2,1,3,0,0,0
144,0.0,0.0,9.0,152.0,0.111111111,0.15555555599999998,0.0,0.0,7,2,2,7,1,0,1,0
145,1.0,302.0,7.0,539.5,0.0,0.0125,0.0,0.0,12,2,2,4,2,2,1,0
146,0.0,0.0,38.0,777.4146154,0.0042553190000000005,0.016960486,0.0,0.0,9,2,2,1,3,0,1,0
147,0.0,0.0,31.0,3888.166667,0.02,0.031111111,0.0,0.0,3,2,4,3,1,0,0,0
148,0.0,0.0,22.0,1058.189474,0.0,0.022173912999999996,0.0,0.0,5,2,2,1,1,0,0,0
149,0.0,0.0,2.0,13.0,0.1,0.1,0.0,0.0,3,1,1,2,1,0,1,0
150,0.0,0.0,66.0,1364.873333,0.0171875,0.036488095,16.1347001,0.0,7,1,1,8,1,0,1,0
151,2.0,346.1666667,9.0,194.33333330000002,0.0,0.002857143,0.0,0.6,5,2,2,1,2,0,0,0
152,0.0,0.0,28.0,425.09690480000006,0.0,0.002380952,0.0,0.0,10,3,2,7,11,1,1,0
153,0.0,0.0,13.0,193.3666667,0.015384615,0.023076923,0.0,0.0,11,3,2,1,13,1,1,0
154,3.0,222.0,21.0,654.5,0.0,0.007142857,0.0,0.0,5,2,2,1,4,1,0,0
155,0.0,0.0,25.0,375.6619048,0.004,0.041777778,0.0,0.0,5,2,5,1,2,0,0,0
156,0.0,0.0,28.0,839.5178571,0.0,0.003125,0.0,0.0,12,1,1,3,2,0,1,0
157,1.0,6.0,39.0,720.15,0.005128205,0.017948718,0.0,0.0,11,2,4,7,2,0,0,0
158,0.0,0.0,8.0,362.75,0.025,0.075,0.0,0.0,11,2,5,3,8,0,0,0
159,0.0,0.0,66.0,1158.782857,0.009722221999999999,0.022569443999999998,0.0,0.0,8,3,2,1,3,0,0,0
160,4.0,137.0,56.0,1775.89,0.0,0.025520833,4.365181293,0.0,6,4,2,1,1,0,0,0
161,0.0,0.0,11.0,300.07142860000005,0.0,0.02,53.9892,0.0,3,2,2,1,11,0,1,1
162,0.0,0.0,26.0,1570.133333,0.0,0.005357143000000001,0.0,0.0,6,2,2,8,4,1,1,0
163,0.0,0.0,3.0,91.0,0.066666667,0.133333333,0.0,0.0,5,2,2,3,11,0,0,0
164,2.0,31.0,23.0,404.61904760000004,0.0,0.026000000000000002,0.0,0.0,5,1,1,2,2,0,0,0
165,0.0,0.0,13.0,860.77,0.020952381000000003,0.056017316,0.0,0.0,7,1,1,1,2,0,0,0
166,0.0,0.0,29.0,443.5,0.0,0.027027027000000002,0.0,0.0,10,2,2,1,3,0,0,0
167,1.0,26.0,22.0,326.5833333,0.018181818,0.066666667,0.0,0.0,3,3,2,4,3,0,0,0
168,0.0,0.0,7.0,486.5,0.0,0.028571429,0.0,0.0,11,2,4,1,1,0,0,0
169,4.0,399.3333333,46.0,1814.5833329999998,0.0036734690000000004,0.02675737,0.0,0.0,3,2,2,2,2,0,0,0
170,0.0,0.0,8.0,100.0,0.075,0.125,0.0,1.0,5,2,5,1,11,0,1,0
171,0.0,0.0,57.0,1718.5,0.039766082,0.054736842,0.0,0.8,5,1,1,2,3,0,0,0
172,0.0,0.0,9.0,1726.5,0.0,0.05,0.0,0.0,12,2,4,7,1,0,0,0
173,0.0,0.0,39.0,935.0972222000001,0.005128205,0.015042735,0.0,0.0,12,2,2,8,2,0,0,0
174,0.0,0.0,29.0,2147.375,0.0,0.006896551999999999,0.0,0.0,12,2,2,7,2,1,0,0
175,0.0,0.0,39.0,2808.666667,0.0,0.01025641,0.0,0.0,3,2,2,1,10,0,0,0
176,9.0,503.72222220000003,183.0,9676.09318,0.011054834,0.014200441999999999,19.56746389,0.0,11,3,2,2,13,0,0,1
177,0.0,0.0,36.0,1287.958333,0.034259259,0.073333333,0.0,0.0,12,2,2,1,3,0,0,0
178,0.0,0.0,19.0,317.8,0.018181818,0.045454545,0.0,0.0,7,2,2,7,4,0,0,0
179,0.0,0.0,15.0,614.6409524000001,0.0,0.027777778,0.0,0.0,11,1,1,2,2,0,0,0
180,0.0,0.0,20.0,1055.333333,0.01,0.009285714,0.0,0.0,11,3,2,4,13,0,0,0
181,0.0,0.0,283.0,9354.484111,0.003043735,0.023041702999999997,0.0,0.0,11,2,2,1,3,0,0,0
182,0.0,0.0,43.0,654.0666667,0.0,0.029844961,0.0,0.0,7,2,2,7,3,0,0,0
183,0.0,0.0,3.0,0.0,0.2,0.2,0.0,0.0,11,2,2,5,1,0,0,0
184,0.0,0.0,36.0,1445.6,0.005714286,0.036190476,0.0,1.0,5,3,3,3,2,0,1,0
185,0.0,0.0,4.0,105.0,0.0,0.025,0.0,0.6,2,1,1,1,4,0,0,0
186,0.0,0.0,3.0,278.0,0.0,0.066666667,0.0,0.0,5,1,1,1,15,0,0,0
187,2.0,207.25,114.0,3788.8,0.003478261,0.010434783000000001,1.795451001,0.0,12,2,2,3,2,0,1,0
188,1.0,11.0,54.0,1299.196667,0.0036363640000000004,0.022545455,0.0,0.0,9,1,1,3,2,0,1,0
189,0.0,0.0,60.0,2126.461941,0.00808768,0.017066636,0.0,0.0,3,3,2,4,2,0,0,0
190,0.0,0.0,17.0,295.0,0.011764706000000002,0.052941176,0.0,0.8,5,2,2,2,6,0,0,0
191,0.0,0.0,42.0,772.625,0.004761905,0.019047619,0.0,0.0,12,2,2,1,2,0,0,0
192,0.0,0.0,49.0,1512.574405,0.0,0.007188359,0.0,0.0,11,1,1,3,2,1,0,0
193,0.0,0.0,24.0,580.2,0.0,0.012121212,17.12545455,0.0,3,2,2,1,1,0,0,1
194,2.0,206.6,24.0,709.4333333,0.007142857,0.016666667,15.70942935,0.0,8,2,2,2,2,0,0,1
195,1.0,104.0,9.0,244.66666669999998,0.05,0.096,0.0,1.0,5,3,2,3,4,0,1,0
196,0.0,0.0,3.0,119.0,0.0,0.066666667,0.0,0.0,11,1,1,2,10,0,0,0
197,0.0,0.0,3.0,62.0,0.0,0.066666667,0.0,0.8,5,3,2,8,2,0,0,0
198,1.0,13.0,27.0,1620.024762,0.05,0.085714286,0.0,0.0,9,5,11,4,1,0,0,0
199,0.0,0.0,33.0,647.625,0.0,0.00625,0.0,0.0,12,3,2,3,2,1,0,0
200,0.0,0.0,29.0,2374.5,0.0,0.002298851,0.0,0.0,11,2,5,1,2,0,0,0
201,0.0,0.0,11.0,1289.333333,0.0,0.022222222000000003,0.0,0.0,12,1,1,6,2,1,0,0
202,0.0,0.0,25.0,1720.0,0.0,0.007692308,60.29018448,0.0,3,2,5,3,1,0,0,1
203,0.0,0.0,19.0,1440.166667,0.026315789,0.040350877,0.0,0.0,11,1,1,1,1,0,0,0
204,0.0,0.0,16.0,190.75,0.0,0.01875,0.0,0.0,5,2,2,1,4,0,0,0
205,0.0,0.0,21.0,263.0,0.00952381,0.030952381,0.0,0.0,3,2,6,1,3,0,0,0
206,4.0,52.4,219.0,6747.414492,0.003604845,0.020793071,5.408935339,0.0,6,2,2,6,1,0,0,0
207,0.0,0.0,3.0,52.0,0.1,0.111111111,0.0,0.0,5,1,2,1,6,0,1,0
208,2.0,284.0,54.0,1509.8,0.0,0.006779661,7.272067797,0.0,3,2,2,7,2,1,0,0
209,0.0,0.0,5.0,35.66666667,0.08,0.07,0.0,0.0,5,1,1,1,2,0,0,0
210,0.0,0.0,19.0,923.22,0.0,0.0,0.0,0.0,8,1,1,1,4,0,0,0
211,1.0,17.0,46.0,1066.566667,0.0042553190000000005,0.019148936000000002,51.00308169,0.0,12,3,2,4,10,0,0,1
212,0.0,0.0,2.0,96.0,0.0,0.1,0.0,0.0,3,4,1,1,1,0,0,0
213,0.0,0.0,12.0,832.7,0.0,0.004761905,0.0,0.0,6,2,5,3,5,1,0,0
214,0.0,0.0,6.0,63.5,0.0,0.016666667,0.0,0.4,5,3,2,7,4,0,0,0
215,0.0,0.0,38.0,1166.166667,0.0,0.004761905,18.60589711,0.0,11,1,1,9,20,1,0,1
216,2.0,34.0,144.0,5485.017857,0.005517241,0.0165084,0.0,0.0,11,2,2,1,13,0,0,0
217,0.0,-1.0,1.0,-1.0,0.2,0.2,0.0,0.0,3,2,2,2,3,0,0,0
218,0.0,0.0,8.0,316.1333333,0.0,0.05,0.0,0.0,6,2,2,3,13,0,0,0
219,0.0,0.0,3.0,26.0,0.0,0.028571429,0.0,0.0,11,2,2,1,2,0,0,1
220,0.0,0.0,19.0,2117.654762,0.0,0.014444443999999999,6.708900602000001,0.0,12,2,2,3,2,0,0,1
221,0.0,0.0,28.0,859.3333332999998,0.0,0.0074074069999999995,17.50632106,0.0,11,4,1,6,2,1,0,1
222,0.0,0.0,40.0,1337.842794,0.008695652,0.022304507,0.0,0.0,3,3,2,3,3,0,1,0
223,1.0,10.06666667,23.0,477.7,0.0,0.007142857,0.0,0.0,7,4,2,7,2,1,1,0
224,0.0,0.0,3.0,13.0,0.133333333,0.166666667,0.0,0.0,2,2,4,1,1,0,0,0
225,0.0,0.0,38.0,1370.0380949999999,0.0,0.0044444440000000005,0.0,0.0,11,3,2,4,2,0,1,0
226,0.0,0.0,11.0,534.0,0.015384615,0.015384615,44.29661538,0.0,5,1,1,1,2,1,0,1
227,1.0,30.0,51.0,1403.841919,0.0036363640000000004,0.009090909,20.245369699999998,0.0,5,2,4,1,2,0,0,0
228,7.0,330.2666667,10.0,396.3452381,0.011111111000000002,0.031834215,0.0,0.0,11,3,2,4,2,0,0,0
229,0.0,0.0,13.0,157.0,0.0,0.015384615,0.0,0.0,11,2,2,5,2,0,0,0
230,0.0,0.0,31.0,910.04,0.018181818,0.052020202,5.316109207,0.0,7,1,1,3,1,0,0,0
231,0.0,0.0,20.0,597.25,0.0,0.02,0.0,0.0,12,2,2,1,13,0,0,0
232,0.0,0.0,37.0,785.3833333,0.05,0.079573935,0.0,0.6,5,2,2,3,11,0,0,0
233,3.0,88.58333333,43.0,3266.127778,0.004242424,0.043712340999999995,3.3323333330000002,0.0,3,1,1,1,10,0,0,0
234,1.0,51.5,31.0,618.75,0.003225806,0.027956988999999998,0.0,0.0,11,2,2,1,13,0,0,0
235,0.0,0.0,20.0,600.3966667000001,0.023333332999999998,0.04,0.0,0.0,8,3,2,2,13,0,1,0
236,0.0,0.0,6.0,279.0,0.0,0.033333333,0.0,0.0,12,1,2,3,10,0,1,0
237,0.0,0.0,12.0,687.4833332999999,0.0,0.0375,0.0,0.0,11,1,1,1,2,0,0,0
238,0.0,0.0,43.0,907.5083332999999,0.0,0.002439024,0.0,0.0,11,1,1,1,2,1,1,0
239,0.0,0.0,33.0,2081.5,0.0,0.017142857,0.0,0.6,5,2,10,1,3,0,0,0
240,0.0,0.0,23.0,996.4380951999999,0.0,0.019927536000000003,0.0,0.8,5,3,2,8,4,0,0,0
241,0.0,0.0,21.0,304.5416667,0.00952381,0.023809524,0.0,0.0,12,2,2,3,10,0,0,0
242,0.0,0.0,19.0,805.65,0.001242236,0.019397993,0.0,0.0,11,1,1,1,2,0,0,0
243,0.0,0.0,22.0,452.58333330000005,0.0,0.008333333,107.94,0.0,5,2,2,6,4,1,0,1
244,2.0,52.5,226.0,12900.7676,0.004361055,0.017955889,44.69642794,0.0,11,2,2,1,2,0,0,1
245,1.0,3.0,197.0,2915.571429,0.0,0.0050251259999999996,1.5734232259999998,0.0,11,2,2,3,3,0,1,0
246,1.0,134.33333330000002,16.0,765.4454545,0.006666666999999999,0.006,0.0,0.8,5,2,10,1,1,0,0,0
